dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall
credit_g,0.19979338645935057,0.005944638607279234,0.027659010887145997,0.0013928355604484151,101,12,2,15,"{'rforest__n_estimators': 101, 'rforest__min_samples_split': 12, 'rforest__min_samples_leaf': 2, 'rforest__max_depth': 15}",0.745,0.705,0.75,0.73,0.75,0.775,0.72,0.755,0.745,0.725,0.74,0.019104973174542815,3,0.770595238095238,0.724047619047619,0.7679166666666666,0.7744047619047619,0.7672619047619048,0.7617261904761905,0.7835714285714286,0.8057142857142857,0.7735714285714286,0.7272619047619049,0.7656071428571429,0.023060123034719833,16,0.8349514563106796,0.8078175895765473,0.8376623376623377,0.8258064516129032,0.8387096774193549,0.8553054662379421,0.8205128205128205,0.8463949843260188,0.8370607028753994,0.8148148148148148,0.8319036301348819,0.013827892115422452,12,0.7633136094674556,0.7425149700598802,0.7678571428571429,0.7529411764705882,0.7647058823529411,0.7777777777777778,0.7441860465116279,0.7541899441340782,0.7572254335260116,0.7707006369426752,0.7595412620100179,0.010818493395121727,5,0.9214285714285714,0.8857142857142857,0.9214285714285714,0.9142857142857143,0.9285714285714286,0.95,0.9142857142857143,0.9642857142857143,0.9357142857142857,0.8642857142857143,0.9199999999999999,0.02744196101756935,95
kr_vs_kp,0.3160757541656494,0.011929079068209126,0.052733111381530764,0.007537179475298921,138,5,1,26,"{'rforest__n_estimators': 138, 'rforest__min_samples_split': 5, 'rforest__min_samples_leaf': 1, 'rforest__max_depth': 26}",0.9875,0.9953051643192489,0.9890453834115805,0.9937402190923318,0.9890453834115805,0.99375,0.9937402190923318,0.9843505477308294,0.9906103286384976,0.9953051643192489,0.9912392410015649,0.0035119044644826287,1,0.999403154475363,0.9994011976047904,0.9997349563168745,0.9978305683714538,0.999420989617068,0.9997358224727017,0.9993717483066653,0.9983999214685384,0.9996073426916658,0.9996761467349703,0.9992581848060091,0.0006006353135543612,1,0.9869706840390879,0.9950576606260296,0.9885433715220949,0.993421052631579,0.9885433715220949,0.9934426229508196,0.9934426229508196,0.9837133550488599,0.9901639344262295,0.9950900163666121,0.9908388692084227,0.003644546011196022,1,0.9837662337662337,1.0,0.9869281045751634,0.9966996699669967,0.9901639344262295,0.9967105263157895,0.9934426229508196,0.9773462783171522,0.9901639344262295,0.9967213114754099,0.9911942616220024,0.0066419019715157285,1,0.9901960784313726,0.9901639344262295,0.9901639344262295,0.9901639344262295,0.9869281045751634,0.9901960784313726,0.9934426229508196,0.9901639344262295,0.9901639344262295,0.9934640522875817,0.9905046608807458,0.0017593263617420817,1
kr_vs_kp,0.24843437671661378,0.004498572218044211,0.04935576915740967,0.0075672243016696025,108,9,1,18,"{'rforest__n_estimators': 108, 'rforest__min_samples_split': 9, 'rforest__min_samples_leaf': 1, 'rforest__max_depth': 18}",0.984375,0.9921752738654147,0.9874804381846636,0.9859154929577465,0.9843505477308294,0.9875,0.9921752738654147,0.9812206572769953,0.9906103286384976,0.9906103286384976,0.9876413341158059,0.0035283249772317836,2,0.9991291925952017,0.9993128497104152,0.9997153234514577,0.9974771767939531,0.9993130385287248,0.9994716449454034,0.9989594581329145,0.9983410228722883,0.9994600962010406,0.9995289407054113,0.9990708743936813,0.0006436470605171241,3,0.9837133550488599,0.9917355371900827,0.9868852459016394,0.9853181076672104,0.9836065573770492,0.9867986798679867,0.9918166939443536,0.9806451612903225,0.9901639344262295,0.9901639344262295,0.9870847207139963,0.003621587527028148,2,0.9805194805194806,1.0,0.9868852459016394,0.9805194805194806,0.9868421052631579,0.9966666666666667,0.9901960784313726,0.9650793650793651,0.9901639344262295,0.993421052631579,0.987029340943897,0.00942569759155568,2,0.9869281045751634,0.9836065573770492,0.9868852459016394,0.9901639344262295,0.9803921568627451,0.9771241830065359,0.9934426229508196,0.9967213114754099,0.9901639344262295,0.9869281045751634,0.9872356155576986,0.005551679150874668,2
kr_vs_kp,0.0925067663192749,0.003942142640586578,0.03533203601837158,0.00323203319145085,33,3,2,19,"{'rforest__n_estimators': 33, 'rforest__min_samples_split': 3, 'rforest__min_samples_leaf': 2, 'rforest__max_depth': 19}",0.9890625,0.9906103286384976,0.9890453834115805,0.9874804381846636,0.9812206572769953,0.9921875,0.9890453834115805,0.974960876369327,0.9859154929577465,0.9937402190923318,0.9873268779342723,0.005260000570634405,3,0.9991487613009276,0.9994797290664573,0.9995778933935408,0.9978207519387454,0.9990088127343029,0.9992857422410082,0.998723863747914,0.997280848139786,0.9987434966133306,0.999715401676186,0.9988785300852199,0.0007429913492497527,4,0.9886547811993517,0.9901315789473685,0.9885433715220949,0.9868852459016394,0.9802631578947368,0.9917898193760263,0.9885057471264368,0.974025974025974,0.9852700490998363,0.9934640522875817,0.9867533777381047,0.005459201076735077,3,0.9807073954983923,0.9933993399339934,0.9869281045751634,0.9868852459016394,0.9867549668874173,0.9966996699669967,0.9901315789473685,0.9646302250803859,0.9836601307189542,0.9934640522875817,0.9863260709797892,0.008563415856774793,4,0.9967320261437909,0.9868852459016394,0.9901639344262295,0.9868852459016394,0.9738562091503268,0.9869281045751634,0.9868852459016394,0.9836065573770492,0.9868852459016394,0.9934640522875817,0.98722918675667,0.005747295484824655,3
credit_g_mod,0.09083480834960937,0.0017953004868493303,0.020164632797241212,0.0014053961566088827,33,3,2,19,"{'rforest__n_estimators': 33, 'rforest__min_samples_split': 3, 'rforest__min_samples_leaf': 2, 'rforest__max_depth': 19}",0.725,0.71,0.745,0.76,0.75,0.765,0.725,0.76,0.755,0.715,0.7409999999999999,0.01933907960581373,1,0.7329761904761904,0.7252380952380953,0.7617857142857143,0.7788095238095238,0.7659523809523809,0.7616666666666667,0.751547619047619,0.7655952380952381,0.7661904761904762,0.7270238095238096,0.7536785714285715,0.017784172337060977,41,0.8220064724919094,0.8066666666666666,0.8338762214983714,0.8451612903225807,0.8387096774193549,0.8498402555910544,0.8220064724919094,0.8441558441558441,0.8403908794788274,0.8080808080808081,0.8310894588197326,0.01470904999585883,14,0.7514792899408284,0.75625,0.7664670658682635,0.7705882352941177,0.7647058823529411,0.7687861271676301,0.7514792899408284,0.7738095238095238,0.7724550898203593,0.7643312101910829,0.7640351714385575,0.007837780510778204,2,0.9071428571428571,0.8642857142857143,0.9142857142857143,0.9357142857142857,0.9285714285714286,0.95,0.9071428571428571,0.9285714285714286,0.9214285714285714,0.8571428571428571,0.9114285714285714,0.028248171333264554,98
credit_g_mod,0.2405651330947876,0.02539592809454442,0.03076333999633789,0.0063824092558288845,103,10,1,29,"{'rforest__n_estimators': 103, 'rforest__min_samples_split': 10, 'rforest__min_samples_leaf': 1, 'rforest__max_depth': 29}",0.745,0.725,0.745,0.745,0.765,0.765,0.715,0.745,0.71,0.74,0.74,0.017606816861659023,2,0.7366666666666668,0.7050000000000001,0.7358333333333335,0.7803571428571427,0.7739285714285714,0.7790476190476191,0.7671428571428572,0.7910714285714286,0.7677380952380952,0.7194047619047619,0.7556190476190476,0.027671430210356316,21,0.8360128617363344,0.819672131147541,0.8338762214983714,0.8380952380952381,0.8488745980707395,0.8488745980707395,0.8155339805825242,0.8391167192429022,0.8104575163398693,0.8243243243243243,0.8314838189108583,0.012729349248100767,12,0.7602339181286549,0.7575757575757576,0.7664670658682635,0.7542857142857143,0.7719298245614035,0.7719298245614035,0.7455621301775148,0.751412429378531,0.7469879518072289,0.782051282051282,0.7608435898395753,0.011382897494112285,3,0.9285714285714286,0.8928571428571429,0.9142857142857143,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.9,0.95,0.8857142857142857,0.8714285714285714,0.9171428571428573,0.026764277135993123,96
credit_g_mod,0.25438199043273924,0.0053794264557623876,0.02989189624786377,0.0029257735598034055,138,4,1,8,"{'rforest__n_estimators': 138, 'rforest__min_samples_split': 4, 'rforest__min_samples_leaf': 1, 'rforest__max_depth': 8}",0.725,0.735,0.755,0.735,0.755,0.76,0.705,0.75,0.735,0.72,0.7375,0.016770509831248438,3,0.75,0.7227380952380953,0.7673809523809524,0.7727380952380953,0.786547619047619,0.7613095238095239,0.7539285714285714,0.7990476190476191,0.7639285714285714,0.722857142857143,0.7600476190476191,0.023169505038278665,2,0.8286604361370716,0.8295819935691319,0.8473520249221184,0.8348909657320872,0.8454258675078864,0.8490566037735849,0.8138801261829653,0.8466257668711656,0.8338557993730408,0.8181818181818182,0.834751140225087,0.011803239991644102,1,0.7348066298342542,0.7543859649122807,0.7513812154696132,0.7403314917127072,0.7570621468926554,0.7584269662921348,0.7288135593220338,0.7419354838709677,0.7430167597765364,0.75,0.7460160218083184,0.009328971991593452,7,0.95,0.9214285714285714,0.9714285714285714,0.9571428571428572,0.9571428571428572,0.9642857142857143,0.9214285714285714,0.9857142857142858,0.95,0.9,0.9478571428571427,0.02475389064451924,87
phoneme_mod,1.3546717166900635,0.014680339706709886,0.04757645130157471,0.004423925071659816,138,5,1,26,"{'n_estimators': 138, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_depth': 26}",0.879740980573543,0.883441258094357,0.8769657724329325,0.8871415356151712,0.9027777777777778,0.8825161887141536,0.8852913968547641,0.8741905642923219,0.8973172987974098,0.8944444444444445,0.8863827217596876,0.008718736425615884,1,0.9471423026739557,0.9439939220770641,0.9425983120550977,0.9464625732584881,0.9519868028825283,0.940461542272945,0.9525451302294087,0.9416445075726294,0.9552412275278814,0.95090771526971,0.9472984035819708,0.00487921574080381,1,0.796875,0.7947882736156352,0.7898894154818326,0.8099688473520249,0.8298217179902755,0.7948303715670436,0.7980456026058632,0.7901234567901234,0.82574568288854,0.8143322475570033,0.8044420615848342,0.013881245069904496,1,0.7894736842105263,0.8215488215488216,0.7911392405063291,0.8024691358024691,0.8533333333333334,0.8145695364238411,0.8249158249158249,0.7734138972809668,0.8244514106583072,0.8417508417508418,0.8137065726431262,0.023465725395997415,1,0.804416403785489,0.7697160883280757,0.7886435331230284,0.8176100628930818,0.807570977917981,0.7760252365930599,0.7728706624605678,0.807570977917981,0.8270440251572327,0.7886435331230284,0.7960111501299526,0.018714626996995627,1
phoneme_mod,1.0634591341018678,0.026428420305487334,0.037837886810302736,0.0075190301787363975,108,9,1,18,"{'n_estimators': 108, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_depth': 18}",0.8815911193339501,0.8825161887141536,0.879740980573543,0.8843663274745606,0.8916666666666667,0.8723404255319149,0.883441258094357,0.8788159111933395,0.8880666049953746,0.8916666666666667,0.8834212149244527,0.005658209968225955,2,0.946461013757907,0.9418427007118436,0.9367970337093499,0.9419825745773469,0.9488611697971232,0.9358927775116851,0.9490106859134226,0.9389152228847011,0.9522531879291443,0.9477490067019196,0.9439765373494444,0.005377247203238274,2,0.8012422360248447,0.7954911433172303,0.7916666666666666,0.8043818466353677,0.8085106382978723,0.7781350482315113,0.7947882736156352,0.7975270479134466,0.8112324492979719,0.8097560975609757,0.7992731447561522,0.00954132484881751,2,0.7889908256880734,0.8125,0.8045602605863192,0.8006230529595015,0.8401360544217688,0.7934426229508197,0.8215488215488216,0.7818181818181819,0.804953560371517,0.8355704697986577,0.8084143850143661,0.018246220709613844,3,0.8138801261829653,0.7791798107255521,0.7791798107255521,0.8081761006289309,0.7791798107255521,0.7634069400630915,0.7697160883280757,0.8138801261829653,0.8176100628930818,0.7854889589905363,0.7909697835446303,0.01927176470161314,2
phoneme_mod,0.31214783191680906,0.009661115841430578,0.019664859771728514,0.006263326345005219,33,3,2,19,"{'n_estimators': 33, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 19}",0.877890841813136,0.8704902867715079,0.879740980573543,0.8899167437557817,0.8962962962962963,0.8843663274745606,0.8843663274745606,0.8677150786308974,0.8936170212765957,0.8842592592592593,0.8828659163326138,0.008771203353062954,3,0.9450736617834079,0.9374019356863262,0.9405709614018862,0.9400516827814734,0.9462709460828292,0.9337539432176656,0.9496940393413382,0.9348791021850794,0.9505984322065333,0.948164517449384,0.9426459222135926,0.005833812648696183,4,0.794392523364486,0.7734627831715211,0.7909967845659164,0.8125984251968504,0.8163934426229508,0.7967479674796748,0.7993579454253612,0.7789799072642968,0.8188976377952756,0.7967479674796748,0.7978575384366008,0.01420851188654378,3,0.7846153846153846,0.7940199335548173,0.8065573770491803,0.8138801261829653,0.8498293515358362,0.8221476510067114,0.8137254901960784,0.7636363636363637,0.8201892744479495,0.8221476510067114,0.8090748603231998,0.02250974207124949,2,0.804416403785489,0.7539432176656151,0.7760252365930599,0.8113207547169812,0.7854889589905363,0.7728706624605678,0.7854889589905363,0.7949526813880127,0.8176100628930818,0.7728706624605678,0.7874987599944447,0.018733934038775806,5
