dataset,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,split5_test_roc_auc,split6_test_roc_auc,split7_test_roc_auc,split8_test_roc_auc,split9_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,split5_test_f1,split6_test_f1,split7_test_f1,split8_test_f1,split9_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,split5_test_precision,split6_test_precision,split7_test_precision,split8_test_precision,split9_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,split5_test_recall,split6_test_recall,split7_test_recall,split8_test_recall,split9_test_recall,mean_test_recall,std_test_recall,rank_test_recall
diabetes,0.05923979282379151,0.010344654191493309,0.012647509574890137,0.0018692344583886567,33,3,2,19,"{'n_estimators': 33, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_depth': 19}",0.7597402597402597,0.7792207792207793,0.7207792207792207,0.7516339869281046,0.7516339869281046,0.7142857142857143,0.7597402597402597,0.7662337662337663,0.7712418300653595,0.7712418300653595,0.7545751633986928,0.020334571253741673,99,0.8488888888888889,0.8448148148148148,0.8061111111111111,0.7929245283018868,0.7980188679245283,0.7736111111111111,0.8228703703703704,0.8425,0.8065094339622642,0.8354716981132075,0.8171720824598184,0.024222533273552404,100,0.6336633663366337,0.66,0.5742574257425742,0.6122448979591837,0.6415094339622641,0.56,0.6407766990291263,0.6326530612244898,0.6666666666666666,0.6391752577319587,0.6260946808652899,0.03281410695973723,47,0.6808510638297872,0.717391304347826,0.6170212765957447,0.6666666666666666,0.6415094339622641,0.6086956521739131,0.673469387755102,0.7045454545454546,0.6730769230769231,0.7045454545454546,0.6687772617499137,0.03484939461806041,100,0.5925925925925926,0.6111111111111112,0.5370370370370371,0.5660377358490566,0.6415094339622641,0.5185185185185185,0.6111111111111112,0.5740740740740741,0.660377358490566,0.5849056603773585,0.5897274633123689,0.04155957931745222,7
diabetes,0.044769454002380374,0.009077501175420114,0.012131333351135254,0.003090369955655781,29,6,6,26,"{'n_estimators': 29, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_depth': 26}",0.7857142857142857,0.8116883116883117,0.7467532467532467,0.7320261437908496,0.7450980392156863,0.7077922077922078,0.7597402597402597,0.7792207792207793,0.738562091503268,0.7712418300653595,0.7577837195484254,0.02853943000936184,98,0.8727777777777778,0.8614814814814815,0.8092592592592592,0.8060377358490567,0.8026415094339623,0.7685185185185185,0.8462962962962962,0.8698148148148148,0.8132075471698114,0.8639622641509435,0.8313997204751921,0.034088808111663656,84,0.6451612903225806,0.7010309278350515,0.5806451612903226,0.5773195876288659,0.6138613861386139,0.5360824742268041,0.6185567010309279,0.6222222222222222,0.6153846153846154,0.6236559139784946,0.61339202800585,0.041538406764711024,70,0.7692307692307693,0.7906976744186046,0.6923076923076923,0.6363636363636364,0.6458333333333334,0.6046511627906976,0.6976744186046512,0.7777777777777778,0.6274509803921569,0.725,0.6966987445219319,0.06402134243850557,95,0.5555555555555556,0.6296296296296297,0.5,0.5283018867924528,0.5849056603773585,0.48148148148148145,0.5555555555555556,0.5185185185185185,0.6037735849056604,0.5471698113207547,0.5504891684136967,0.0437891609346411,55
phoneme,0.15084400177001953,0.0031248726117566383,0.015363669395446778,0.0009300714787747985,44,9,24,3,"{'n_estimators': 44, 'min_samples_split': 9, 'min_samples_leaf': 24, 'max_depth': 3}",0.7927844588344126,0.793709528214616,0.8029602220166513,0.8075855689176689,0.8027777777777778,0.782608695652174,0.8029602220166513,0.7927844588344126,0.8103607770582794,0.8046296296296296,0.7993161338952273,0.008081093663951025,100,0.8724172956546155,0.8744818075214295,0.873965679554726,0.8655876752639778,0.8721508572751591,0.8578315193155731,0.872099360827126,0.8669752423736932,0.8831449838027647,0.8776723956158449,0.8716326817204909,0.006575556875811556,99,0.6339869281045751,0.626465661641541,0.6420168067226891,0.6601307189542484,0.6547811993517018,0.6050420168067226,0.6479338842975206,0.6203389830508474,0.6730462519936204,0.6523887973640856,0.6416131248287552,0.0193344526893127,99,0.6576271186440678,0.6678571428571428,0.6870503597122302,0.6870748299319728,0.6733333333333333,0.6474820143884892,0.6805555555555556,0.6703296703296703,0.6828478964401294,0.6827586206896552,0.6736916541882245,0.012494845234789153,99,0.61198738170347,0.5899053627760252,0.6025236593059937,0.6352201257861635,0.637223974763407,0.5678233438485805,0.6182965299684543,0.5772870662460567,0.6635220125786163,0.6246056782334385,0.6128395135210205,0.027849562677259323,99
phoneme,0.1762746810913086,0.009015612304107098,0.017834997177124022,0.00238955710515459,48,22,19,3,"{'n_estimators': 48, 'min_samples_split': 22, 'min_samples_leaf': 19, 'max_depth': 3}",0.7992599444958371,0.7964847363552267,0.793709528214616,0.8038852913968547,0.8027777777777778,0.7844588344125809,0.8020351526364478,0.793709528214616,0.8149861239592969,0.8064814814814815,0.7997788398944736,0.007915999238837604,99,0.8756523857499133,0.8757535468313872,0.8726794886617009,0.8668179232918718,0.8726407878579905,0.8586470015029646,0.8740110988157959,0.868465819941533,0.8826318652785676,0.879278623729178,0.8726578541660903,0.0064162293136964185,98,0.6436781609195402,0.6283783783783784,0.6188034188034188,0.6478405315614618,0.6490939044481054,0.6057529610829103,0.6409395973154363,0.6213921901528013,0.6805111821086262,0.6545454545454545,0.6390935779316134,0.020264654607695366,100,0.6712328767123288,0.6763636363636364,0.6753731343283582,0.6866197183098591,0.6793103448275862,0.6532846715328468,0.6845878136200717,0.6727941176470589,0.6915584415584416,0.6875,0.6778624754900188,0.010424148801203244,96,0.6182965299684543,0.5867507886435331,0.5709779179810726,0.6132075471698113,0.6214511041009464,0.5646687697160884,0.6025236593059937,0.5772870662460567,0.6698113207547169,0.6246056782334385,0.6049580382120112,0.029984922130409215,100
phoneme,0.08780341148376465,0.002463420624976048,0.01406409740447998,0.0024702350334966303,25,13,29,3,"{'n_estimators': 25, 'min_samples_split': 13, 'min_samples_leaf': 29, 'max_depth': 3}",0.7872340425531915,0.7974098057354302,0.8038852913968547,0.8057354301572618,0.799074074074074,0.7853839037927844,0.8029602220166513,0.8001850138760407,0.8094357076780758,0.8083333333333333,0.7999636824613698,0.007742209052103516,98,0.8732410358894742,0.8731708424860026,0.8688683997555618,0.8641410519547961,0.8734097928234473,0.8567703602160305,0.8707760087204981,0.863321056369432,0.8792399251547598,0.8797437477002203,0.8702682221070223,0.006838305971574274,100,0.6337579617834395,0.6306913996627319,0.6466666666666666,0.6656050955414012,0.651685393258427,0.6221498371335505,0.6570048309178744,0.64,0.6750788643533123,0.6645056726094003,0.6487145721926804,0.0162531119399206,96,0.639871382636656,0.677536231884058,0.6855123674911661,0.6741935483870968,0.6633986928104575,0.6430976430976431,0.6710526315789473,0.6784452296819788,0.6772151898734177,0.6833333333333333,0.6693656250774755,0.015127141821546569,100,0.6277602523659306,0.5899053627760252,0.61198738170347,0.6572327044025157,0.6403785488958991,0.6025236593059937,0.6435331230283912,0.6056782334384858,0.6729559748427673,0.6466876971608833,0.6298642937920361,0.025376247127435504,96
credit_approval,0.16976392269134521,0.02069603741594936,0.02751469612121582,0.006314327594737864,115,5,11,8,"{'rforest__n_estimators': 115, 'rforest__min_samples_split': 5, 'rforest__min_samples_leaf': 11, 'rforest__max_depth': 8}",0.8405797101449275,0.8115942028985508,0.8623188405797102,0.8623188405797102,0.8913043478260869,0.8840579710144928,0.8260869565217391,0.855072463768116,0.855072463768116,0.8478260869565217,0.8536231884057971,0.022869179475448545,100,0.9077886247877759,0.8905984719864176,0.9287843304236747,0.9211198637428144,0.9574196295507771,0.9414261460101868,0.894100169779287,0.9109005748350011,0.9463487332339793,0.8973813072173729,0.9195867851567285,0.022156373312046455,34,0.8552631578947368,0.8115942028985508,0.87248322147651,0.8789808917197452,0.8979591836734694,0.8918918918918919,0.8333333333333334,0.8666666666666667,0.8648648648648649,0.864516129032258,0.8637553543452027,0.024491319591296197,100,0.8552631578947368,0.9032258064516129,0.9027777777777778,0.8625,0.9428571428571428,0.9166666666666666,0.8823529411764706,0.8904109589041096,0.9014084507042254,0.8589743589743589,0.8916437261407102,0.026325750912269956,57,0.8552631578947368,0.7368421052631579,0.8441558441558441,0.8961038961038961,0.8571428571428571,0.868421052631579,0.7894736842105263,0.8441558441558441,0.8311688311688312,0.8701298701298701,0.8392857142857144,0.04323418025348149,94
credit_approval,0.03542180061340332,0.002708398352797369,0.01645359992980957,0.0019317761822287324,25,13,29,3,"{'rforest__n_estimators': 25, 'rforest__min_samples_split': 13, 'rforest__min_samples_leaf': 29, 'rforest__max_depth': 3}",0.8260869565217391,0.8043478260869565,0.8840579710144928,0.8478260869565217,0.8840579710144928,0.8623188405797102,0.855072463768116,0.855072463768116,0.8695652173913043,0.855072463768116,0.8543478260869566,0.02324494917731224,99,0.906939728353141,0.8956918505942275,0.9073876942729402,0.8981264637002341,0.9451777730466254,0.93919779286927,0.8996179966044142,0.8997232275920801,0.9392165211837342,0.8834362358952524,0.911451528411192,0.020502311099576245,95,0.8536585365853658,0.8029197080291971,0.8987341772151899,0.8711656441717791,0.9,0.8789808917197452,0.8734177215189873,0.8666666666666667,0.875,0.8701298701298701,0.8690673216036802,0.0257168952012182,62,0.7954545454545454,0.9016393442622951,0.8765432098765432,0.8255813953488372,0.8674698795180723,0.8518518518518519,0.8414634146341463,0.8904109589041096,0.9402985074626866,0.8701298701298701,0.8660842977442957,0.038638283409266685,99,0.9210526315789473,0.7236842105263158,0.922077922077922,0.922077922077922,0.935064935064935,0.9078947368421053,0.9078947368421053,0.8441558441558441,0.8181818181818182,0.8701298701298701,0.8772214627477786,0.06275024724599478,4
credit_approval,0.1375612735748291,0.00798840447310797,0.02363286018371582,0.0036053914856392874,106,19,11,15,"{'rforest__n_estimators': 106, 'rforest__min_samples_split': 19, 'rforest__min_samples_leaf': 11, 'rforest__max_depth': 15}",0.8405797101449275,0.8115942028985508,0.8623188405797102,0.8695652173913043,0.8913043478260869,0.8913043478260869,0.8260869565217391,0.855072463768116,0.855072463768116,0.8478260869565217,0.855072463768116,0.024251015261857245,98,0.9090619694397284,0.8918718166383702,0.9296359378326592,0.9223972748562913,0.9569938258462849,0.9416383701188454,0.8964346349745331,0.910900574835001,0.9457100276772408,0.8965296998083883,0.9201174132027342,0.0216703582603606,26,0.8552631578947368,0.8115942028985508,0.87248322147651,0.8860759493670886,0.8979591836734694,0.8993288590604027,0.8333333333333334,0.8666666666666667,0.8648648648648649,0.864516129032258,0.8652085568267882,0.02591781403802948,99,0.8552631578947368,0.9032258064516129,0.9027777777777778,0.8641975308641975,0.9428571428571428,0.9178082191780822,0.8823529411764706,0.8904109589041096,0.9014084507042254,0.8589743589743589,0.8919276344782714,0.026252648583783594,54,0.8552631578947368,0.7368421052631579,0.8441558441558441,0.9090909090909091,0.8571428571428571,0.881578947368421,0.7894736842105263,0.8441558441558441,0.8311688311688312,0.8701298701298701,0.8419002050580998,0.04605203237930306,85
credit_g,0.19751303195953368,0.006488509589742946,0.02907867431640625,0.002502638150177335,145,15,29,15,"{'rforest__n_estimators': 145, 'rforest__min_samples_split': 15, 'rforest__min_samples_leaf': 29, 'rforest__max_depth': 15}",0.7,0.7,0.7,0.705,0.7,0.7,0.69,0.7,0.695,0.695,0.6985,0.0039051248379533307,100,0.783452380952381,0.720952380952381,0.7463690476190477,0.7564285714285716,0.7478571428571429,0.7417261904761906,0.7601190476190476,0.801190476190476,0.7441666666666666,0.7321428571428572,0.7534404761904762,0.022467266438632172,77,0.8224852071005917,0.8235294117647058,0.8224852071005917,0.8228228228228228,0.8224852071005917,0.8235294117647058,0.8154761904761905,0.8235294117647058,0.8200589970501475,0.8189910979228486,0.8215392964867902,0.002483127339073557,100,0.702020202020202,0.7,0.702020202020202,0.7098445595854922,0.702020202020202,0.7,0.6989795918367347,0.7,0.6984924623115578,0.700507614213198,0.7013884834007589,0.0030569873305091515,94,0.9928571428571429,1.0,0.9928571428571429,0.9785714285714285,0.9928571428571429,1.0,0.9785714285714285,1.0,0.9928571428571429,0.9857142857142858,0.9914285714285714,0.00769309258162073,19
credit_g,0.1712622880935669,0.005098293781590274,0.026601839065551757,0.0020349731773861178,124,11,29,21,"{'rforest__n_estimators': 124, 'rforest__min_samples_split': 11, 'rforest__min_samples_leaf': 29, 'rforest__max_depth': 21}",0.695,0.7,0.7,0.705,0.705,0.7,0.69,0.7,0.695,0.7,0.6990000000000001,0.004358898943540678,98,0.7805952380952381,0.7219047619047618,0.7486309523809525,0.7601190476190476,0.7461904761904763,0.7429166666666667,0.7591666666666667,0.8008333333333334,0.7414285714285713,0.7297619047619047,0.7531547619047618,0.022239484508455122,84,0.8200589970501475,0.8235294117647058,0.8224852071005917,0.8228228228228228,0.8259587020648967,0.8235294117647058,0.8154761904761905,0.8235294117647058,0.8200589970501475,0.8214285714285714,0.8218877723287485,0.0027183955216418055,99,0.6984924623115578,0.7,0.702020202020202,0.7098445595854922,0.7035175879396985,0.7,0.6989795918367347,0.7,0.6984924623115578,0.7040816326530612,0.7015428498658304,0.003343836646154517,93,0.9928571428571429,1.0,0.9928571428571429,0.9785714285714285,1.0,1.0,0.9785714285714285,1.0,0.9928571428571429,0.9857142857142858,0.9921428571428572,0.008112726208286113,17
